,text,favourite_count,retweet_count,created_at
413,"RT @Koreaboo: Fans Celebrate As TREASURE’s Doyoung and Junghwan Make Their First Public Appearance Since COVID-19 Diagnosis

https://t.co/C…",0,2359,2021-08-02 23:58:44
414,RT @WFLA: 'What are you waiting for?': Nikki Fried says Gov. DeSantis needs to issue an emergency order for COVID-19 https://t.co/7MTKDCl9n…,0,297,2021-08-02 23:58:44
415,"RT @BillFOXLA: BREAKING: The Biden Administration has renewed/extended Title 42, the Trump era COVID-19 policy that allows  migrants to be…",0,1160,2021-08-02 23:58:43
416,"RT @AaronParnas: Breaking: Florida is now reporting 10,389 total COVID-19 related hospitalizations. 

This is another new record. #GetVacci…",0,511,2021-08-02 23:58:43
417,"RT @lapetitemaligne: Singapore team finds drug cocktail effective against Covid-19 Delta variant, Health News &amp; Top Stories - The Straits T…",0,23,2021-08-02 23:58:43
418,"RT @1Obefiend: How many of your family members already died because of Covid-19?

I'll start.

9",0,3671,2021-08-02 23:58:43
419,Lindsey Graham 1st vaccinated senator to test positive for COVID-19 https://t.co/4pQxuxPHdE,0,0,2021-08-02 23:58:43
420,"RT @mmpadellan: BREAKING: Senator Lindsey Graham has tested positive for COVID-19.

Still testing negative for spine, tho.",0,6425,2021-08-02 23:58:43
421,"HE SPOKE FOR t-RUMP, NOW HE SPEAKS TO &gt;YOU&lt; !!! - Trump's COVID-19 testing czar warns the unvaccinated: 'You’re going to get the delta variant' !!! https://t.co/N43KfvAZ5N",0,0,2021-08-02 23:58:43
422,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:58:42
423,"RT @josh_tep: Hey, everyone.  As you may know, my dad recently passed away from COVID-19 related complications.  I’ve lowered the reserve o…",0,155,2021-08-02 23:58:42
424,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:58:42
425,"RT @AnaCabrera: NEW: 168 students and 3 teachers in quarantine after first week of school in Marion, Arkansas due to positive cases and pos…",0,5972,2021-08-02 23:58:42
426,"RT @tomaskenn: It's wild that while Florida is leading nationwide in Covid-19 cases, hospitalizations, and deaths, Ron Desantis threatens t…",0,217,2021-08-02 23:58:42
427,RT @RapSheet: The #Dolphins activated WR DeVante Parker off the PUP list… but placed WR Preston Williams on the reserve/COVID-19 list.,0,87,2021-08-02 23:58:42
428,"RT @1Obefiend: How many of your family members already died because of Covid-19?

I'll start.

9",0,3671,2021-08-02 23:58:41
429,"RT @KHOU: JUST IN: Harris County District Attorney Kim Ogg says she has tested positive for COVID-19, the @HarrisCountyDAO tweeted this eve…",0,9,2021-08-02 23:58:41
430,"RT @BillFOXLA: BREAKING: The Biden Administration has renewed/extended Title 42, the Trump era COVID-19 policy that allows  migrants to be…",0,1160,2021-08-02 23:58:41
431,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:58:41
432,RT @ChannelNewsAsia: Hong Kong announces compulsory COVID-19 vaccines for key sectors https://t.co/21tIlkmd57 https://t.co/TK4rzAduyR,0,62,2021-08-02 23:58:41
433,RT @christufton: Got your COVID-19 vaccine? Then repost this image! Show the world that you are committed to protecting lives and ending th…,0,467,2021-08-02 23:58:41
434,"RT @news_ntd: “I believe it’s time to completely dismiss the wet market as the source of the outbreak.”

House Republicans have released an…",0,18,2021-08-02 23:58:41
435,RT @joncoopertweets: U.S. finally reaches milestone set by President Biden of 70% of adults with at least one COVID-19 shot https://t.co/Ol…,0,112,2021-08-02 23:58:41
436,"RT @Covid19Critical: This just in from the @WSJ. We are heard!

RT this a thousand times if you must!

https://t.co/JBnqlXTYOi",0,6916,2021-08-02 23:58:41
437,"RT @LesStonehouse: I'm not kidding.. I'm not making this up... Google if you don't believe me... But

But

Here goes

Are you ready for it?…",0,47,2021-08-02 23:58:41
438,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:58:40
439,"RT @DrCraigEmerson: The delta variant of Covid-19 entered Australia via an unvaccinated, unmasked limousine driver transporting an overseas…",0,619,2021-08-02 23:58:40
440,"Proud of my mush-headed Senator for being able to wear pants on any given day. Can't wait to vote for anybody against him. Fuck, I'd vote for the literal ALF puppet at this point.

https://t.co/yPYgct2hjt",0,0,2021-08-02 23:58:40
441,RT @PostOpinions: New congressional report says covid-19 likely emerged in Wuhan months earlier than originally thought. @JoshRogin has the…,0,14,2021-08-02 23:58:40
442,"#Us spends $87m to fight COVID-19 in ... | Ed ... 

https://t.co/5lZVcZjwH1
#ChargéDAffairesKathleenFitzGibbon #COVID19 #VaccineDoses https://t.co/aa2ptUVvtI",0,0,2021-08-02 23:58:39
443,"RT @rdasc: 𝟮𝟬𝟮𝟭 𝗖𝗢𝗩𝗜𝗗-𝟭𝟵 𝗕𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗦𝘂𝗽𝗽𝗼𝗿𝘁 𝗚𝗿𝗮𝗻𝘁𝘀 - The Qld Government has announced that $5,000 grants will be made available to small and…",0,3,2021-08-02 23:58:39
444,"RT @SkyNews: ""After weeks of pressure, and just a fortnight before the self-isolation rules change fundamentally, the decision to tweak the…",0,13,2021-08-02 23:58:39
445,RT @tplohetski: BREAKING: Austin health officials say the city has now crossed into Stage 5 risk for COVID-19 spread.,0,2821,2021-08-02 23:58:39
446,"⁦@LindseyGrahamSC⁩ as your buddy would say, IT IS WHAT IT IS!

Lindsey Graham tests positive for Covid-19 and has had ""flu-like symptoms"" despite being vaccinated | CNN https://t.co/bZ71bd8RCs",0,0,2021-08-02 23:58:38
447,RT @DWUhlfelderLaw: More lines in Florida to get COVID-19 tests https://t.co/PJHfso8qXe,0,609,2021-08-02 23:58:38
448,"Inside a COVID-only intensive care unit at Jackson Memorial Hospital in Miami, all eight beds are filled with patients.
Six of the eight patients are younger than 50 years old. None of them are vaccinated against COVID-19. Time to get vaccinated--- and mask up indoors.",1,0,2021-08-02 23:58:38
449,RT @davenewworld_2: Anti-masker and COVID-denier David Byrd is a GOP representative from Tennessee who admits to suffering from COVID-19 fo…,0,1869,2021-08-02 23:58:38
450,RT @OANN: Biden COVID adviser: face masks don’t help much from COVID-19 - https://t.co/a7aLe7wGeU #OANN,0,414,2021-08-02 23:58:38
451,RT @AnaCabrera: More than 99.99% of people fully vaccinated against Covid-19 have not had a breakthrough case resulting in hospitalization…,0,4912,2021-08-02 23:58:38
452,RT @BNODesk: BREAKING: Number of people hospitalized with COVID-19 in Louisiana reaches all-time high https://t.co/rXpye9VCFM https://t.co/…,0,423,2021-08-02 23:58:38
453,"RT @styleN41774890: 74% of Covid-19 Cases in ""Cape Cod Cluster Outbreak"" Were Fully Vaccinated https://t.co/592Y51vOT0 @gatewaypunditより",0,2,2021-08-02 23:58:37
454,RT @risto_kuosa: Texas doctor warns COVID-19 cases are rising among children | TheHill https://t.co/NS6vMd5uwV,0,6,2021-08-02 23:58:37
455,"RT @Elohim_Gadol: Get your kids out of the public school &amp; do not comply with these covid-19 mandates. 

That's all",0,30,2021-08-02 23:58:37
456,RT @tplohetski: BREAKING: Austin health officials say the city has now crossed into Stage 5 risk for COVID-19 spread.,0,2821,2021-08-02 23:58:37
457,"RT @Weinsteinlaw: Florida reported 21,683 new cases of COVID-19 today, the state’s highest one-day total since the start of the pandemic, w…",0,1010,2021-08-02 23:58:37
458,"RT @ron_begone: Ron DeSantis is actively concealing COVID-19 data from the public. 

It’s time to fire Ron. #RonBeGone",0,403,2021-08-02 23:58:37
459,RT @Annakhait: The world has been lied to about covid-19.,0,1673,2021-08-02 23:58:37
460,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:37
461,"RT @DrTedros: I’m glad that you’ve been discharged from the hospital, @btob2mh! Wishing you a speedy and full recovery.
Thank you for shari…",0,2322,2021-08-02 23:58:37
462,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:37
463,RT @BethanyinCBR: I’m happy to sign this petition to fine SkyNews. But I’d like to see this go further and see SkyNews banned altogether. S…,0,113,2021-08-02 23:58:36
464,RT @WSJ: From @WSJopinion: Gavin Newsom has become the fall guy for Sacramento Democrats who have put progressive ideology over common sens…,0,16,2021-08-02 23:58:36
465,RT @joncoopertweets: U.S. finally reaches milestone set by President Biden of 70% of adults with at least one COVID-19 shot https://t.co/Ol…,0,112,2021-08-02 23:58:36
466,Canada to receive 2.3 million COVID-19 vaccine doses this week https://t.co/LngZSzShER,0,0,2021-08-02 23:58:36
467,RT @KVUE: ICU capacity is low and #Austin has reached the threshold for Stage 5. Listen as leaders give a COVID-19 update. Watch live: http…,0,41,2021-08-02 23:58:36
468,"@RFI_Cn 🔺 The origin of COVID-19 over time and the accumulation of evidence has focused the world's attention on the U.S. Fort Detrick Virus biological laboratory.

🔺NOTE:
Are questioned, for reference only, to avoid violations!

#USA #COVID19
↘... https://t.co/sOO5vWPiZ1",0,0,2021-08-02 23:58:36
469,"RT @Supt_Hoffman: As schools across Arizona are welcoming back students, school leaders are doing all they can to keep their communities sa…",0,122,2021-08-02 23:58:36
470,"RT @sandra8301: Stay away From vaccinated 
They’re becoming ill

2 major San Francisco hospitals reported that 233 staff members tested pos…",0,18,2021-08-02 23:58:36
471,"RT @EricHaftelLive: Four days ago, Senator Lindsey Graham mocked House Democrats for wearing masks.

Today, Senator Lindsey Graham has test…",0,371,2021-08-02 23:58:35
472,"RT @michaelcdeibert: Mr Lordi, singer of Finnish heavy metal band Lordi, receives his second dose of Covid-19 vaccine in Rovaniemi, Finland…",0,9106,2021-08-02 23:58:35
473,"The report cites 'ample evidence' that the lab – aided by #US experts and Chinese and US government funds – was working to modify coronaviruses to infect humans.

#MNow #Covid19 #Wuhan #LabTheory 
https://t.co/ubr62IURBP",0,0,2021-08-02 23:58:34
474,"RT @DiscussingFilm: #WhatIf Season 1 will only have 9 episodes due to COVID-19.

The episode count was initially 10 but one episode was mov…",0,299,2021-08-02 23:58:34
475,"RT @AaronParnas: While Ron DeSantis has gone silent, @NikkiFried is giving daily briefings on COVID-19 and the status of the pandemic in Fl…",0,2417,2021-08-02 23:58:34
476,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:58:33
477,"New Zealand PM @jacindaardern’s leadership during the COVID-19 pandemic has been masterful

News that she is feeling ill is a bit unnerving, especially since NZ has had no community spread since February.

I hope she tests negative, and that she makes a full and speedy recovery. https://t.co/lqskueh0PU",129,14,2021-08-02 23:58:33
478,"Here’s what the Utah Department of Health officially recommends for students going back to school as COVID-19 continues

https://t.co/1cadZNUA2b https://t.co/YpwSfzHTfT",0,1,2021-08-02 23:58:33
479,"RT @ron_begone: Because of Ron DeSantis’ negligence, COVID-19 is surging in Florida. Now more than ever, Floridians need a Governor who is…",0,1301,2021-08-02 23:58:33
480,Canada to receive 2.3 million COVID-19 vaccine doses this week https://t.co/0qrtWxYCaQ,0,0,2021-08-02 23:58:33
481,RT @SexCounseling: Who owns the patent for COVID-19?,0,1910,2021-08-02 23:58:33
482,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:58:33
483,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:58:33
484,"RT @jomareewade: This is how to do a headline:

""Less than 1% of fully vaccinated people experience a breakthrough Covid-19 infection""

htt…",0,79,2021-08-02 23:58:33
485,RT @tplohetski: BREAKING: Austin health officials say the city has now crossed into Stage 5 risk for COVID-19 spread.,0,2821,2021-08-02 23:58:32
486,"RT @RockNRollPics: Paul McCartney getting his COVID-19 vaccine, 2021. https://t.co/yfCFK0NTXm",0,614,2021-08-02 23:58:32
487,RT @SexCounseling: Who owns the patent for COVID-19?,0,1910,2021-08-02 23:58:32
488,RT @Trump_Detester: Breaking: Trump’s dog has tested positive for COVID-19. https://t.co/k8CoLwDCdK,0,99,2021-08-02 23:58:31
489,"RT @Pulsa48: ‘Get on board or move along’: Chicago bars, restaurants start serving vaccinated only, requiring masks amid COVID-19 burst htt…",0,2,2021-08-02 23:58:31
490,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:31
491,RT @DWUhlfelderLaw: More lines in Florida to get COVID-19 tests https://t.co/PJHfso8qXe,0,609,2021-08-02 23:58:30
492,RT @BNODesk: BREAKING: Number of people hospitalized with COVID-19 in Louisiana reaches all-time high https://t.co/rXpye9VCFM https://t.co/…,0,423,2021-08-02 23:58:30
493,"RT @AnaCabrera: NEW: 168 students and 3 teachers in quarantine after first week of school in Marion, Arkansas due to positive cases and pos…",0,5972,2021-08-02 23:58:30
494,RT @TU_Muenchen: A team of researchers has now proven that the #antibody response with a mix-and-match Covid-19 #vaccination is much strong…,0,4,2021-08-02 23:58:30
495,Canada to receive 2.3 million COVID-19 vaccine doses this week https://t.co/169ssXN8Og,2,0,2021-08-02 23:58:30
496,RT @thehill: More than a million people under new lockdown in China amid COVID-19 outbreak https://t.co/JnGAfHGm8s https://t.co/q0TV4PMEQE,0,52,2021-08-02 23:58:30
497,"RT @1Obefiend: How many of your family members already died because of Covid-19?

I'll start.

9",0,3671,2021-08-02 23:58:30
498,"@William27693941
We have Mother Natures only vaccine.
US surpasses 35 million COVID-19 cases #NewsBreak  https://t.co/9VdUl93RBH",1,0,2021-08-02 23:58:30
499,"RT @kylegriffin1: 70% of adults in the U.S. have gotten at least one dose of the COVID-19 vaccine as of Monday, according to the White Hous…",0,664,2021-08-02 23:58:30
500,RT @PattyMurray: The science and experts agree: the COVID-19 vaccines are safe and effective—and it’s incredibly important that you get one.,0,358,2021-08-02 23:58:30
501,"RT @serena_patriot: Impeach Biden for what?

-Strong economy
-High rates of vaccination
-3 available COVID-19 vaccines
-America being respe…",0,1361,2021-08-02 23:58:29
502,"RT @joshrogin: New congressional report says covid-19 likely emerged in Wuhan in SEPTEMBER 2019, not December https://t.co/0ZDnggrIBv by me…",0,632,2021-08-02 23:58:29
503,"@denniallen @3wombats @BlackDouglas I wish you well with your ""vax"". 
However, just to let you know, #ivermectin has been used in people for decades as an anti-paracitic, &amp; in those areas of Africa there is virtually no COVID-19. It's also used for Scabies-a French nursing home, where it was used, had only one C19",1,0,2021-08-02 23:58:29
504,RT @MailOnline: COVID-19 'breakthrough' cases are rare: Only about 0.004% of fully vaccinated Americans have been hospitalized with the vir…,0,54,2021-08-02 23:58:29
505,RT @SexCounseling: Who owns the patent for COVID-19?,0,1910,2021-08-02 23:58:28
506,RT @Arlo79927091: 31% of Republicans say they are unlikely to ever get the COVID-19 vaccine: poll https://t.co/URJout4oXP via @Yahoo  guerr…,0,1,2021-08-02 23:58:28
507,"RT @CDCgov: As of August 2, more than 191.8 million people have received at least one dose of a #COVID19 vaccine. Of those, 164.9 million a…",0,188,2021-08-02 23:58:28
508,"@Graham4GA @cmckinneymd @strugglebusohmy How about this? A total of five people were hospitalized, four of whom were fully vaccinated. Two of the four fully vaccinated patients had underlying medical conditions.

only one person who wasn't vaccinated was hospitalized. The numbers do not add up

https://t.co/Dz6B6jVVzp",1,1,2021-08-02 23:58:28
509,"RT @CNNPolitics: Top RNC official in Florida spreads Covid-19 conspiracies, calling vaccines the ""mark of the beast"" https://t.co/1RO8O4PyBA",0,390,2021-08-02 23:58:28
510,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:58:28
511,"RT @VickerySec: “Ok, Mr. Employer, you don’t want to require your workforce to be vaccinated against covid-19 because it makes you feel may…",0,132,2021-08-02 23:58:28
512,"RT @Sandra__Pyke: #mohdelivers
@MinofHealthUG has launched a self-service portal for individuals fully vaccinated against Covid 19 to acces…",0,91,2021-08-02 23:58:27
513,"RT @RedCross: As the Delta variant spreads, it's more important than ever to get vaccinated. This is the best way you can protect children…",0,60,2021-08-02 23:58:27
514,RT @KJP46: FACT: The COVID-19 vaccines are working.,0,431,2021-08-02 23:58:27
515,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:27
516,"RT @CBSDFW: Texas is seeing numbers of new cases it hasn't seen in five months. There were 13,100 new cases reported Friday. https://t.co/e…",0,92,2021-08-02 23:58:27
517,"RT @Alaska_DHSS: ""I want us to be among each other, that is why I got the shot. I love the people I am with."" Thank you to the @AKPIRG @npa…",0,10,2021-08-02 23:58:27
518,Canada to receive 2.3 million COVID-19 vaccine doses this week https://t.co/6VYyfnBWqh,2,0,2021-08-02 23:58:26
519,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:26
520,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:58:26
521,"RT @dakotanews_now: According to the Fargo Forum report, 100% of residents are fully vaccinated but only 61% of the staff are vaccinated. h…",0,2,2021-08-02 23:58:26
522,"RT @serena_patriot: Impeach Biden for what?

-Strong economy
-High rates of vaccination
-3 available COVID-19 vaccines
-America being respe…",0,1361,2021-08-02 23:58:25
523,RT @bonespur_cadet: Tennessee GOP rep who rejected masks now says COVID-19 is real and dangerous after his 8-month battle with the virus ht…,0,12,2021-08-02 23:58:25
524,RT @Annakhait: The world has been lied to about covid-19.,0,1673,2021-08-02 23:58:25
525,"RT @Koreaboo: Fans Celebrate As TREASURE’s Doyoung and Junghwan Make Their First Public Appearance Since COVID-19 Diagnosis

https://t.co/C…",0,2359,2021-08-02 23:58:25
526,"""No more beds left"" at Louisiana's largest hospital as Covid-19 cases surge https://t.co/o7NMG5KRYB",0,1,2021-08-02 23:58:25
527,"RT @AaronParnas: Breaking: Florida is now reporting 10,389 total COVID-19 related hospitalizations. 

This is another new record. #GetVacci…",0,511,2021-08-02 23:58:25
528,RT @JDeanWilliams: Can’t believe COVID-19 was renewed for season 2.,0,1235,2021-08-02 23:58:25
529,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:25
530,RT @cjtjgeol: The latest CDC announcement including by Dr Anthony Fauci confirm that vaxed people spread/transmit the Covid-19 virus as muc…,0,62,2021-08-02 23:58:25
531,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:58:25
532,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:58:25
533,"Obama to host COVID-19-compliant birthday party
Social Security's Hearings and Appeals  
Joe Biden IRS Tax I've said it several times but now I think that I don't have this I don't have myself I don't live there no more it's right there https://t.co/vfHyfnBWQn",0,0,2021-08-02 23:58:24
534,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:58:24
535,"St. Charles - Team Home St. Charles Spartans Sports https://t.co/tYpxPhJ1rW 
INFORMATION ABOUT COVID-19 FROM CCPS WHICH INCLUDES ATHLETES FOR FALL SPORTS AND CONDITIONING FOR WINTER AND SPRING WORKOUTS
@StCharlesHS @prorndoff @CoachSchubbe @SCHSBaseball @CoachCampbellSC",0,1,2021-08-02 23:58:24
536,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:58:24
537,"RT @Dierenbach: [1/3] Studies like this is how Sweden kept calm while the rest of the world panicked

Study of patients in 🇸🇪 who died w/CO…",0,369,2021-08-02 23:58:24
538,"RT @AnaCabrera: NEW: 168 students and 3 teachers in quarantine after first week of school in Marion, Arkansas due to positive cases and pos…",0,5972,2021-08-02 23:58:24
539,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:24
540,"Covid-19 latest updates: U.S. hits Biden’s vaccination goal a month late, with 70 percent of adults receiving at l… https://t.co/HBbxl7dK4W",0,0,2021-08-02 23:58:24
541,"RT @mmpadellan: BREAKING: Senator Lindsey Graham has tested positive for COVID-19.

Still testing negative for spine, tho.",0,6425,2021-08-02 23:58:24
542,"RT @tomaskenn: It's wild that while Florida is leading nationwide in Covid-19 cases, hospitalizations, and deaths, Ron Desantis threatens t…",0,217,2021-08-02 23:58:23
543,"RT @WebMD: As public health officials keep track of the contagious Delta variant of COVID-19 across the U.S., the CDC is also watching for…",0,438,2021-08-02 23:58:23
544,RT @Jade_Murray: I need yal to know this is happening here in T&amp;T. A 31-week baby had to be ripped from the mother’s womb today because she…,0,266,2021-08-02 23:58:23
545,"RT @BNODesk: BREAKING: Number of Americans hospitalized with COVID-19 tops 50,000, highest since February",0,704,2021-08-02 23:58:23
546,"RT @8NEWS: The Delta variant could drive Virginia's coronavirus case count past levels seen during January's peak, but more than 60,000 cas…",0,5,2021-08-02 23:58:23
547,"RT @ITGuy1959: More “extremely rare” breakthrough cases..👇

https://t.co/3yOhqokulc",0,4,2021-08-02 23:58:23
548,RT @MarkMeadows: Biden and Harris want you to believe we’re in a COVID-19 emergency while they do nothing to stop this,0,2156,2021-08-02 23:58:23
549,RT @POTUS: This morning I met with members of my COVID-19 response team as we continue to fight the Delta variant surging across the countr…,0,2280,2021-08-02 23:58:23
550,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:58:23
551,RT @LoosaNoosa: @aclennell @GladysB @BradHazzard Concerns grow over high numbers of Queensland children infected with COVID-19 - RN Breakfa…,0,6,2021-08-02 23:58:23
552,"Yukon reports another COVID-19 death, and 7 new cases https://t.co/foFIhR2mWi https://t.co/yPIC3RtelK",2,1,2021-08-02 23:58:22
553,"RT @mmpadellan: BREAKING: Senator Lindsey Graham has tested positive for COVID-19.

Still testing negative for spine, tho.",0,6425,2021-08-02 23:58:22
554,"RT @ImSpeaking13: I think Marjorie Taylor Greene is immune to COVID-19, but distemper is a real concern.",0,503,2021-08-02 23:58:22
